iter	Logloss
158	0.2563746461
159	0.2552479204
160	0.2543538608
161	0.2536972391
162	0.2529513508
163	0.2519276935
164	0.2508119698
165	0.2496788652
166	0.2485414532
167	0.2475636545
168	0.2463767089
169	0.245307145
170	0.2443097266
171	0.2441059615
172	0.2435319458
173	0.2426393478
174	0.2418151942
175	0.2407775842
176	0.2404003731
177	0.2394909575
178	0.2383515796
179	0.237336125
180	0.2364257861
181	0.2356454226
182	0.234776483
183	0.2341136584
184	0.2331031935
185	0.2320621803
186	0.2312818983
187	0.2303655519
188	0.2294178954
189	0.2285346783
190	0.2276208224
191	0.2266594154
192	0.2257501913
193	0.2248103015
194	0.2240151696
195	0.2232474571
196	0.2225553665
197	0.2216956433
198	0.2209508035
199	0.2203630202
200	0.2196435773
201	0.2187445963
202	0.2179100454
203	0.2171151396
204	0.2162358896
205	0.2153995519
206	0.2145946359
207	0.213800404
208	0.2129381334
209	0.2125953061
210	0.2117394176
211	0.2109818635
212	0.2101770826
213	0.2093514266
214	0.2085668566
215	0.2077565936
216	0.206997409
217	0.2061298182
218	0.2060167601
219	0.2055759728
220	0.2048189013
221	0.2041372707
222	0.2034170619
223	0.2026744968
224	0.2018514432
225	0.2016783991
226	0.2008875488
227	0.2002428488
228	0.1996536593
229	0.1990805248
230	0.1983317352
231	0.1976219076
232	0.1967499794
233	0.1963466454
234	0.1957370892
235	0.1950048098
236	0.1942038889
237	0.1939667829
238	0.1931386648
239	0.1925254336
240	0.1918864785
241	0.191288308
242	0.1907087595
243	0.1900165023
244	0.1895517544
245	0.1888207817
246	0.1881394499
247	0.1874853101
248	0.1868240009
249	0.1864032518
250	0.1858076326
251	0.1854025981
252	0.1847484083
253	0.1842133104
254	0.1840048773
255	0.1833669794
256	0.182841771
257	0.1822275867
258	0.181503554
259	0.1808438688
260	0.1802972346
261	0.1796909691
262	0.1791615609
263	0.1786017703
264	0.1779762124
265	0.1774240483
266	0.1767803912
267	0.1763684067
268	0.1760054693
269	0.1755303313
270	0.1749137351
271	0.1742693419
272	0.1738730397
273	0.1733458973
274	0.172980647
275	0.1723656756
276	0.1718398865
277	0.1712672206
278	0.1708290004
279	0.1702510285
280	0.1700999061
281	0.1695608297
282	0.1694679347
283	0.1688403419
284	0.1682571743
285	0.1676470088
286	0.16712257
287	0.1665391139
288	0.1659473811
289	0.1653098207
290	0.164839681
291	0.1641863108
292	0.1637276161
293	0.1633346285
294	0.163122699
295	0.1626405668
296	0.1621118551
297	0.161635517
298	0.1614358087
299	0.1609102481
300	0.160393245
301	0.1599540452
302	0.159381199
303	0.1588226036
304	0.1583198235
305	0.1578889846
306	0.1573200583
307	0.1569284458
308	0.1564353003
309	0.1559872013
310	0.1556188231
311	0.1551566323
312	0.154767623
313	0.154225336
314	0.1536877966
315	0.1533711473
316	0.1529376088
317	0.1524502191
318	0.1519657975
319	0.1514860159
320	0.1511665037
321	0.150762075
322	0.1503563076
323	0.1499300516
324	0.1495567039
325	0.1491579072
326	0.1488568701
327	0.148467419
328	0.1481012748
329	0.1478112889
330	0.1473083219
331	0.146847895
332	0.1463821331
333	0.1460021615
334	0.1455500157
335	0.1452397075
336	0.1448372259
337	0.1444703933
338	0.1440422018
339	0.1436906752
340	0.1434024271
341	0.1429963776
342	0.1426238016
343	0.142474966
344	0.1421213477
345	0.1417714235
346	0.1415415879
347	0.1411815437
348	0.1407182338
349	0.1403214582
350	0.1399305163
351	0.1395459998
352	0.1393350149
353	0.1389001073
354	0.1386918567
355	0.1383542892
356	0.1379121609
357	0.1375792153
358	0.1372490056
359	0.1368312063
360	0.1364513927
361	0.1360835448
362	0.1357476508
363	0.1353888533
364	0.1349851631
365	0.1345612195
366	0.1341909527
367	0.1339069422
368	0.133532156
369	0.1331824774
370	0.1328726914
371	0.1325901932
372	0.1321996466
373	0.1319543087
374	0.1316565888
375	0.1313409886
376	0.1310946023
377	0.1307881061
378	0.1304370113
379	0.1300225165
380	0.1297316776
381	0.1293633302
382	0.1290185091
383	0.1288014019
384	0.1287263402
385	0.1285214054
386	0.1280848963
387	0.1278066668
388	0.127524536
389	0.1271380472
390	0.1267326694
391	0.1264069085
392	0.1260578369
393	0.1257790206
394	0.1254204624
395	0.1251299854
396	0.124841374
397	0.1245874408
398	0.1242309576
399	0.1239300977
400	0.1235993174
401	0.1233144503
402	0.1230059325
403	0.1227050921
404	0.1223635425
405	0.1221381109
406	0.1218290215
407	0.1216272247
408	0.1214057866
409	0.1211715778
410	0.1208524934
411	0.1205147827
412	0.1201240299
413	0.1198491402
414	0.1195655914
415	0.1193278959
416	0.1190405983
417	0.118691832
418	0.1185954874
419	0.1183258232
420	0.1180227094
421	0.1177575794
422	0.1174427348
423	0.1172599655
424	0.1170016602
425	0.1167630128
426	0.1163971494
427	0.1160657976
428	0.1158255135
429	0.1155686326
430	0.1153087814
431	0.1149998706
432	0.1147925842
433	0.1147011374
434	0.1145354311
435	0.1143256477
436	0.114041428
437	0.1137932574
438	0.1135270399
439	0.1132447748
440	0.1129502146
441	0.11267192
442	0.1123615385
443	0.1121005037
444	0.1117947992
445	0.1115944107
446	0.1112873002
447	0.1109965344
448	0.1107458816
449	0.1104858178
450	0.1102116667
451	0.1099456135
452	0.1097048306
453	0.1094417144
454	0.1091749964
455	0.1088573533
456	0.1086027837
457	0.108350411
458	0.1080582689
459	0.1077244139
460	0.1074945599
461	0.1072380419
462	0.106928332
463	0.1067056997
464	0.1064228175
465	0.1063571304
466	0.1061185306
467	0.1058483352
468	0.1055574211
469	0.1053011397
470	0.1050826167
471	0.1048803704
472	0.1046648202
473	0.1044777606
474	0.1042778547
475	0.104065084
476	0.1038293061
477	0.1035793939
478	0.1033611813
479	0.1031618967
480	0.1030004962
481	0.1028432474
482	0.1026699971
483	0.1024605248
484	0.1021875101
485	0.102156722
486	0.1019387735
487	0.1017858913
488	0.1015314599
489	0.1012846759
490	0.1011427192
491	0.1009089676
492	0.1007426551
493	0.1005176888
494	0.1002818669
495	0.100149489
496	0.1000079472
497	0.09977355325
498	0.09956517338
499	0.09940305695
500	0.09918057532
501	0.09892241182
502	0.09864386472
503	0.09837891077
504	0.09809915027
505	0.09794942055
506	0.0977533249
507	0.09756403417
508	0.09735357642
509	0.09715876628
510	0.09693128056
511	0.09667103656
512	0.09647383811
513	0.09628793702
514	0.09605560064
515	0.09583733176
516	0.09567199
517	0.09545740656
518	0.09523716211
519	0.09509648418
520	0.09493000029
521	0.0946797065
522	0.0944448725
523	0.09421010803
524	0.09403172679
525	0.0938142969
526	0.09363238642
527	0.09349380968
528	0.09331760081
529	0.09311833979
530	0.09291527647
531	0.09289772873
532	0.09277185015
533	0.0926326665
534	0.09245583366
535	0.09224566994
536	0.09202592426
537	0.09185787033
538	0.09167796611
539	0.0915183819
540	0.09135435338
541	0.09112560807
542	0.09097254127
543	0.0907622098
544	0.09060481326
545	0.09043012319
546	0.09027434805
547	0.09013253445
548	0.08994959425
549	0.08975511026
550	0.08955445925
551	0.08936521867
552	0.0891723075
553	0.08901570992
554	0.08883846083
555	0.0886860118
556	0.08854126282
557	0.08834152675
558	0.0881750137
559	0.08811375445
560	0.08792225538
561	0.08773775351
562	0.08754507162
563	0.08738143235
564	0.0871990733
565	0.08701471207
566	0.08682938049
567	0.08665121976
568	0.08647449719
569	0.0862877512
570	0.08610037759
571	0.08591779155
572	0.08581452203
573	0.0856637595
574	0.08545796257
575	0.0852886896
576	0.08506709806
577	0.08489293243
578	0.08469762491
579	0.08459442801
580	0.08440787765
581	0.0842867163
582	0.0841028299
583	0.08394869506
584	0.08376769098
585	0.08362078711
586	0.08344995528
587	0.08328191041
588	0.08311938373
589	0.08299291657
590	0.08286954771
591	0.08268566362
592	0.08254678416
593	0.08233874473
594	0.08220073776
595	0.08205150682
596	0.08187801754
597	0.0816999589
598	0.08156186728
599	0.08134457359
600	0.08118175603
601	0.08115063615
602	0.08103791868
603	0.0808882729
604	0.08072057841
605	0.08052465801
606	0.08034775529
607	0.08018377452
608	0.080003307
609	0.07984523197
610	0.07974011967
611	0.07957821379
612	0.07942295452
613	0.0792581194
614	0.07911599418
615	0.07892797966
616	0.07878654408
617	0.07859879725
618	0.0784710637
619	0.07828884949
620	0.07813047202
621	0.07800372689
622	0.07791622235
623	0.07775091224
624	0.07759510243
625	0.07743715573
626	0.07727604543
627	0.07714149608
628	0.07700080364
629	0.07681044036
630	0.07666791079
631	0.07652345837
632	0.07635780419
633	0.076243618
634	0.07612879817
635	0.07595987302
636	0.07580611241
637	0.07564916971
638	0.07552228118
639	0.07537848471
640	0.07523630163
641	0.07520784256
642	0.07517720529
643	0.07503252698
644	0.07489411815
645	0.07486180504
646	0.07474698172
647	0.07455914499
648	0.07442499898
649	0.07429359221
650	0.07414137618
651	0.07398862893
652	0.07384698006
653	0.07371140962
654	0.07358557669
655	0.07345019044
656	0.07332129231
657	0.07317475135
658	0.07302785399
659	0.0729072722
660	0.07275748865
661	0.07258221637
662	0.07249955911
663	0.07235431936
664	0.07220245306
665	0.07206611695
666	0.07192276688
667	0.07182488952
668	0.0717020168
669	0.07157647999
670	0.07142162489
671	0.07130605295
672	0.07121043492
673	0.07105797589
674	0.07092620205
675	0.07079719343
676	0.07064578786
677	0.07053101288
678	0.07039588295
679	0.07031059218
680	0.07018299816
681	0.07004291274
682	0.06992781308
683	0.06983059245
684	0.06969868943
685	0.06955252619
686	0.06943864248
687	0.06928739605
688	0.06917062313
689	0.06905853205
690	0.06894165205
691	0.0688809621
692	0.06876193398
693	0.06864044867
694	0.06852238772
695	0.06840934659
696	0.06829129889
697	0.068134558
698	0.06802979481
699	0.06787491212
700	0.06774551263
701	0.06762285121
702	0.06751844432
703	0.06738293128
704	0.06727152902
705	0.06716492723
706	0.06703315333
707	0.06693202778
708	0.06679551851
709	0.06666739716
710	0.06654239693
711	0.06638783236
712	0.06627999181
713	0.0662453557
714	0.06610399529
715	0.06598895318
716	0.06586186848
717	0.06576293893
718	0.06563651915
719	0.06555366602
720	0.06543538773
721	0.06531074141
722	0.06522230406
723	0.06512660801
724	0.06502487582
725	0.06489417995
726	0.0647640718
727	0.0646556324
728	0.0645524793
729	0.06445144588
730	0.06432376208
731	0.06425687016
732	0.06416538034
733	0.06406071268
734	0.06395911161
735	0.06386457274
736	0.06374617622
737	0.06365028259
738	0.06356678185
739	0.06348567429
740	0.06339140178
741	0.0632785969
742	0.06313143978
743	0.06304406634
744	0.06292638381
745	0.06277667718
746	0.06264448921
747	0.06253221067
748	0.0624544413
749	0.06234110418
750	0.06222768132
751	0.06213015312
752	0.06202121675
753	0.06189956154
754	0.06181523706
755	0.06171342089
756	0.06159238024
757	0.06151868611
758	0.06142216787
759	0.0613067413
760	0.06120921435
761	0.06118016121
762	0.06106677364
763	0.06098738804
764	0.06089290093
765	0.06081262356
766	0.06069701674
767	0.06060382534
768	0.06050346233
769	0.06040892422
770	0.06029108827
771	0.06018944435
772	0.06007467226
773	0.05996531924
774	0.05987045614
775	0.05978727502
776	0.05966877566
777	0.05956556684
778	0.0594686388
779	0.05939172289
780	0.05927562548
781	0.05920879058
782	0.05909523793
783	0.05898967796
784	0.05889405324
785	0.05877467071
786	0.05869672979
787	0.05860540034
788	0.05850884338
789	0.05841140291
790	0.05830826461
791	0.05819572869
792	0.05810013232
793	0.05800055597
794	0.05790691231
795	0.05779440283
796	0.0577063394
797	0.05762184107
798	0.0575263904
799	0.05745273951
800	0.05736899149
801	0.05730679417
802	0.05719447092
803	0.05709149728
804	0.05698022416
805	0.05686844073
806	0.0567586365
807	0.05670412986
808	0.05660332572
809	0.05653001845
810	0.05646122798
811	0.05641610205
812	0.05633804432
813	0.05624299978
814	0.0561402479
815	0.05604496381
816	0.05593067179
817	0.05583646101
818	0.05575615698
819	0.05567226658
820	0.05558551004
821	0.05551175201
822	0.05543057067
823	0.05531367416
824	0.05526194882
825	0.05521108716
826	0.0551145171
827	0.05500799431
828	0.05492279634
829	0.05483753079
830	0.05474310014
831	0.05465189168
832	0.05456274136
833	0.05447871738
834	0.05441724818
835	0.05431992199
836	0.0542159068
837	0.05413373899
838	0.05406439702
839	0.05399194135
840	0.05391374833
841	0.0538261223
842	0.05373538275
843	0.05366368728
844	0.05357179477
845	0.05347769544
846	0.05338285549
847	0.05332179176
848	0.05325093747
849	0.05316012568
850	0.05309123557
851	0.05299822765
852	0.05291071445
853	0.05280645658
854	0.05274708717
855	0.05265730972
856	0.05259921344
857	0.05252100487
858	0.05243548158
859	0.05237511879
860	0.05229910394
861	0.05219834368
862	0.05211441852
863	0.05200871269
864	0.0519073279
865	0.05181958698
866	0.05173486158
867	0.05165497355
868	0.0515712894
869	0.05145926119
870	0.05137922215
871	0.05128640403
872	0.05123088809
873	0.05113293583
874	0.05105357775
875	0.05098874416
876	0.05089183156
877	0.05084117633
878	0.05078832969
879	0.05071312298
880	0.05063272517
881	0.05053559815
882	0.05043424734
883	0.05035117089
884	0.05027150921
885	0.05017673597
886	0.05008102565
887	0.05003514568
888	0.04996884862
889	0.04990085738
890	0.04982864804
891	0.04975305558
892	0.04965443602
893	0.04958151657
894	0.0495041507
895	0.04943323293
896	0.0493446227
897	0.04925933221
898	0.04919186939
899	0.04912481474
900	0.04906147055
901	0.04899956353
902	0.04894036447
903	0.04887431584
904	0.04880374118
905	0.04875620875
906	0.04866292893
907	0.04858666951
908	0.048502581
909	0.04843721372
910	0.04834611101
911	0.04827209332
912	0.04818196497
913	0.04811221299
914	0.04804121262
915	0.04796319762
916	0.04787733231
917	0.04780179188
918	0.04771978891
919	0.04765347974
920	0.04760699452
921	0.04754998466
922	0.04748838544
923	0.04741143211
924	0.04734261037
925	0.04727845309
926	0.04721779451
927	0.0471419805
928	0.04706362215
929	0.04697683023
930	0.0468981888
931	0.04682640053
932	0.04676007034
933	0.04669181362
934	0.04662309063
935	0.04657026069
936	0.04648282564
937	0.04639795745
938	0.04630625289
939	0.04623018906
940	0.04614698624
941	0.04607163269
942	0.04599566788
943	0.04593391157
944	0.04587198106
945	0.04580585605
946	0.04572999459
947	0.04567351071
948	0.04560831814
949	0.04553595146
950	0.04544263476
951	0.04537449667
952	0.04528861282
953	0.04521701832
954	0.04515546016
955	0.04508756563
956	0.04500532906
957	0.04493650769
958	0.04486445486
959	0.04478833048
960	0.04473168201
961	0.04467415659
962	0.04460414236
963	0.04454513326
964	0.04447937138
965	0.0444089403
966	0.04433913486
967	0.04427172032
968	0.04421444878
969	0.04415096366
970	0.04408027715
971	0.04401056541
972	0.043942367
973	0.04389758143
974	0.04382986145
975	0.04379291503
976	0.043722361
977	0.04365129273
978	0.04358676713
979	0.04352975377
980	0.04346511483
981	0.04340089324
982	0.04332981421
983	0.04324645075
984	0.04318623366
985	0.04313243288
986	0.04306907394
987	0.04300593473
988	0.04293944155
989	0.04288675108
990	0.04282471886
991	0.04278111954
992	0.04272546984
993	0.0426966179
994	0.04261997291
995	0.04256938768
996	0.04249056942
997	0.04243410882
998	0.04237443769
999	0.04232647422
